brand_parent,model_parent,variant_parent,variant_name,price,displacement,power,transmission,mileage,fuel,engine_typr,cylinders,valves_per_cyl,gearbox,drive,fuel_cap,emission_norm,suspension_front,suspension_rear,steer_type,steer_col,turn_radius,brake_front,breake_rear,length,width,height,boot_cap,seat_cap,ground_cl,wheelbase,kerb_weight,gross_weight,doors,park_sensors,upholstery,radio_antenna,tyre_size,tyre_type,wheel_size,airbags,screen_size,connectivity,image-src,ncap_rating,ev_range,ev_battery_cap,ev_motor,ev_charge,ev_drag_coeff,zero_to_hundred,speakers,auto_park,ev_charge_time_dc,ev_charge_time_ac,ev_brake_regen_levels,ev_norm
Porsche,Porsche 718,718 Cayman Style Edition,Porsche 718 Cayman Style Edition,Rs.1.56 Cr*Get On-Road Price*Ex-showroom Price in Pune,1988 cc,295 bhp,Automatic,,Petrol,2.0L Mid-engine,4,4,6-Speed,RWD,54 Litres,BS VI 2.0,spring-strut suspension,spring-strut suspension,Power,Tilt & Telescopic,11.0m,Disc,Disc,4379 mm,1801 mm,1295 mm,275 Litres,2,128 mm,2500 mm,1365 kg,1685 kg,2,,,,"235/45R18, 265/45 R18","Tubeless, Radial",,6,,,,,,,,,,,6,,,,,BS VI 2.0
Porsche,Porsche 718,718 Boxster,Porsche 718 Boxster,Rs.1.52 Cr*Get On-Road Price*Ex-showroom Price in Pune,1988 cc,295 bhp,Automatic,,Petrol,2.0L Mid-engine,4,4,6-Speed,RWD,54 Litres,BS VI 2.0,Lightweight spring-strut suspension,Lightweight spring-strut suspension,Power,Tilt & Telescopic,11.0m,ventilated disc,ventilated disc,4379 mm,1801 mm,1281 mm,125 Litres,2,128 mm,2760 mm,1365 kg,1685 kg,2,,,,"235/45R18, 265/45 R18","Tubeless, Radial","Tubeless,Radial Inch",6,,,,,,,,,,,8,,,,,BS VI 2.0
Porsche,Porsche 718,718 Cayman,Porsche 718 Cayman,Rs.1.48 Cr*Get On-Road Price*Ex-showroom Price in Pune,1988 cc,295 bhp,Automatic,,Petrol,2.0L Mid-engine,4,4,6-Speed,RWD,54 Litres,BS VI 2.0,spring-strut suspension,spring-strut suspension,Power,Tilt & Telescopic,11.0m,Disc,Disc,4379 mm,1801 mm,1295 mm,275 Litres,2,128 mm,2760 mm,1365 kg,1685 kg,2,,,,"235/45R18, 265/45 R18","Tubeless, Radial",,6,,,,,,,,,,,6,,,,,BS VI 2.0
Porsche,Porsche Panamera,Panamera STD Hybrid,Porsche Panamera STD Hybrid,Rs.1.68 Cr*Get On-Road Price*Ex-showroom Price in Pune,2897 cc,670.51 bhp,Automatic,,Petrol,2.9-litre V6 bi-turbo engine,6,4,8-Speed,AWD,50 Litres,BS VI 2.0,adaptive air suspension,adaptive air suspension,Electric,Tilt & Telescopic,,Disc,Disc,5049 mm,1937 mm,1423 mm,494 Litres,4,,,,,4,Rear,Leather,,,,,10,,,,,,,,,,,10,,,,,BS VI 2.0
Porsche,Porsche Macan,Macan GTS,Porsche Macan GTS,Rs.1.53 Cr*Get On-Road Price*Ex-showroom Price in Pune,2894 cc,434.49 bhp,Automatic,,Petrol,Twin-Turbocharged Engine,6,4,7-Speed PDK,AWD,65 Litres,BS VI 2.0,Double Wishbone,Self-Tracking Trapezoidal Link,Power,Tilt & Telescopic,12.0m,Ventilated Disc,Ventilated Disc,4726 mm,2097 mm,1596 mm,458 Litres,5,285 mm,2600 mm,1960 kg,2580 kg,5,Rear,,,F265/40;R21 R295/35;R21,,,6,10.9,,,,,,,,,,10,,,,,BS VI 2.0
Porsche,Porsche Macan,Macan S,Porsche Macan S,Rs.1.44 Cr*Get On-Road Price*Ex-showroom Price in Pune,2894 cc,375.48 bhp,Automatic,,Petrol,Twin-Turbocharged Engine,6,4,7-Speed PDK,AWD,65 Litres,BS VI 2.0,Double Wishbone,Self-Tracking Trapezoidal Link,Power,Tilt & Telescopic,,Ventilated Disc,Ventilated Disc,4726 mm,2097 mm,1624 mm,458 Litres,5,202 mm,2600 mm,1930 kg,2580 kg,5,Rear,,,,,,6,10.9,,,,,,,,,,10,,,,,BS VI 2.0
Porsche,Porsche Macan,Macan Standard,Porsche Macan Standard,Rs.88.06 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1984 cc,261.49 bhp,Automatic,,Petrol,Twin-Turbocharged Engine,4,4,7-Speed PDK,AWD,65 Litres,BS VI 2.0,Double Wishbone,Self-Tracking Trapezoidal Link,Power,Tilt & Telescopic,12.0m,Ventilated Disc,Ventilated Disc,4726 mm,2097 mm,1621 mm,458 Litres,5,202 mm,2600 mm,1845 kg,2510 kg,5,Rear,,,,,R19 Inch,6,10.9,,,,,,,,,,10,,,,,BS VI 2.0
Porsche,Porsche Cayenne,Cayenne GTS,Porsche Cayenne GTS,Rs.2 Cr*Get On-Road Price*Ex-showroom Price in Pune,2894 cc,348.66Bhp bhp,Automatic,,Petrol,3.0-litre turbocharged V6 engine,6,4,8-Speed,AWD,,BS VI 2.0,Adaptive air suspension with levelling system and height adjustment incl.(PASM),Adaptive air suspension with levelling system and height adjustment incl.(PASM),Electric,Tilt & Telescopic,,Disc,Disc,4930 mm,1983 mm,1698 mm,770 Litres,4,,2500 mm,,,,Front & Rear,,,,"Tubeless,Radial",,6,,,,,,,,,,,10,,,,,BS VI 2.0
Porsche,Porsche Cayenne,Cayenne STD,Porsche Cayenne STD,Rs.1.36 Cr*Get On-Road Price*Ex-showroom Price in Pune,2894 cc,348.66Bhp bhp,Automatic,,Petrol,3.0-litre turbocharged V6 engine,6,4,8-Speed,AWD,75 Litres,BS VI 2.0,Adaptive air suspension with levelling system and height adjustment incl.(PASM),Adaptive air suspension with levelling system and height adjustment incl.(PASM),Electric,Tilt & Telescopic,,Disc,Disc,4930 mm,1983 mm,1698 mm,770 Litres,4,,2500 mm,,,,Front & Rear,,,,"Tubeless,Radial",,6,,,,,,,,,,,10,,,,,BS VI 2.0
Porsche,Porsche 911,911 S/T,Porsche 911 S/T,Rs.4.26 Cr*Get On-Road Price*Ex-showroom Price in Pune,3996 cc,517.63 bhp,Automatic,,Petrol,EngineType,6,4,,AWD,64 Litres,BS VI 2.0,double wishbone axle,,,,10.4 m,Ventilated Disc,Ventilated Disc,4573 mm,1852 mm,1279 mm,132 Litres,2,,2457 mm,1380 kg,1695 kg,5,,,,,,,,,,,,,,,,,,,,,,,BS VI 2.0
Porsche,Porsche 911,911 GT3 RS,Porsche 911 GT3 RS,Rs.3.51 Cr*Get On-Road Price*Ex-showroom Price in Pune,3996 cc,379.50 bhp,Automatic,10.64 kmpl,Petrol,EngineType,6,4,8-Speed,RWD,64 Litres,BS VI 2.0,McPherson spring-strut,Multi-Link,,Rack & Pinion,10.5metres,Discs,Discs,4572 mm,1900 mm,1322 mm,132 Litres,4,100 mm,2740 mm,1580 kg,1450 kg,2,Front & Rear,,,235/40 ZR19,Radial,19 Inch,4,10.9,,,,,,,,0.29,,12,,,,,BS VI 2.0
Porsche,Porsche 911,911 Turbo S,Porsche 911 Turbo S,Rs.3.35 Cr*Get On-Road Price*Ex-showroom Price in Pune,2981 cc,641.00 bhp,Automatic,,Petrol,EngineType,6,4,8-Speed Porsche Doppelkupplung,RWD,64 Litres,BS VI 2.0,McPherson spring-strut,Multi-Link,,Rack & Pinion,5.6 metres,Discs,Discs,4519 mm,1852 mm,1298 mm,132 Litres,4,109 mm,2740 mm,1580 kg,1985 kg,2,Front & Rear,,,"F:255/35ZR20,R:315/30Z 21",Radial,,4,10.9,,,,,,,,0.29,,12,,,,,BS VI 2.0
Porsche,Porsche 911,911 GT3 with Touring Package,Porsche 911 GT3 with Touring Package,Rs.2.75 Cr*Get On-Road Price*Ex-showroom Price in Pune,3996 cc,502.88 bhp,Manual,,Petrol,EngineType,6,4,7-Speed PDK,RWD,64 Litres,BS VI 2.0,Double wishbone,Multi-Link,Electric,Rack & Pinion,,Ventilated Disc,Ventilated Disc,4573 mm,2027 mm,1279 mm,132 Litres,2,109 mm,2740 mm,1450 kg,2040 kg,2,Rear,,,"F:255/35ZR20,R:315/30ZR21",Radial,,4,,,,,,,,,0.35,,,,,,,BS VI 2.0
Porsche,Porsche 911,911 GT3,Porsche 911 GT3,Rs.2.75 Cr*Get On-Road Price*Ex-showroom Price in Pune,3996 cc,502.88 bhp,Manual,,Petrol,EngineType,6,4,7-Speed PDK,RWD,64 Litres,BS VI 2.0,Double wishbone,Multi-Link,Electric,Rack & Pinion,,Ventilated Disc,Ventilated Disc,4573 mm,2027 mm,1279 mm,132 Litres,2,109 mm,2740 mm,1420 kg,2040 kg,2,Rear,,,"F:255/35ZR20,R:315/30ZR21",Radial,,4,,,,,,,,,0.34,,,,,,,BS VI 2.0
Porsche,Porsche 911,911 Carrera S Cabriolet,Porsche 911 Carrera S Cabriolet,Rs.2.18 Cr*Get On-Road Price*Ex-showroom Price in Pune,2981 cc,450 bhp,Automatic,,Petrol,EngineType,6,4,8-Speed,RWD,64 Litres,BS VI 2.0,McPherson spring-strut suspension,Multi-link rear axle,,Rack & Pinion,,Disc,Disc,4519 mm,1852 mm,1299 mm,132 Litres,2,109 mm,2740 mm,1550 kg,2040 kg,2,Rear,,,245/35 ZR 20,Radial,8.5 J x 20 Inch,4,,,,,,,,,0.29 cW,,,,,,,BS VI 2.0
Porsche,Porsche 911,911 Carrera S,Porsche 911 Carrera S,Rs.2.01 Cr*Get On-Road Price*Ex-showroom Price in Pune,2981 cc,443.87 bhp,Automatic,,Petrol,EngineType,6,4,8-Speed,RWD,64 Litres,BS VI 2.0,McPherson spring-strut,Multi-Link,,Rack & Pinion,,Discs,Discs,4519 mm,1852 mm,1300 mm,132 Litres,4,109 mm,2457 mm,1420 kg,1985 kg,2,Rear,,,245/35 ZR20,Radial,8.5 J x 20 Inch,4,,,,,,,,,,,,,,,,BS VI 2.0
Porsche,Porsche 911,911 Carrera Cabriolet,Porsche 911 Carrera Cabriolet,Rs.1.97 Cr*Get On-Road Price*Ex-showroom Price in Pune,2981 cc,379.50 bhp,Automatic,,Petrol,EngineType,6,4,8-Speed,RWD,64 Litres,BS VI 2.0,McPherson spring-strut,Multi-Link,,Rack & Pinion,5.6 metres,Discs,Discs,4519 mm,1852 mm,1298 mm,132 Litres,4,109 mm,2928 mm,1550 kg,2040 kg,2,Front & Rear,,,235/40 ZR 19,Radial,19 Inch,4,10.9,,,,,,,,0.29cW,,12,,,,,BS VI 2.0
Porsche,Porsche 911,911 Carrera T,Porsche 911 Carrera T,Rs.1.94 Cr*Get On-Road Price*Ex-showroom Price in Pune,2981 cc,379.50 bhp,Automatic,,Petrol,EngineType,6,4,8-Speed,RWD,64 Litres,BS VI 2.0,McPherson spring-strut,Multi-Link,,Rack & Pinion,5.6 metres,Discs,Discs,4519 mm,1852 mm,1298 mm,132 Litres,4,109 mm,2928 mm,1580 kg,1985 kg,2,Front & Rear,,,235/40 ZR19,Radial,19 Inch,4,10.9,,,,,,,,0.29,,12,,,,,BS VI 2.0
Porsche,Porsche 911,911 Carrera,Porsche 911 Carrera,Rs.1.86 Cr*Get On-Road Price*Ex-showroom Price in Pune,2981 cc,379.50 bhp,Automatic,,Petrol,EngineType,6,4,8-Speed,RWD,64 Litres,BS VI 2.0,McPherson spring-strut,Multi-Link,,Rack & Pinion,5.6 metres,Discs,Discs,4519 mm,1852 mm,1298 mm,132 Litres,4,109 mm,2928 mm,1400 kg,1985 kg,2,Front & Rear,,,235/40 ZR19,Radial,19 Inch,4,10.9,,,,,,,,0.29,,12,,,,,BS VI 2.0
PMV,PMV EaS E,EaS E Electric,PMV EaS E Electric,Rs.4.79 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,13.41 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,,,,,,Disc,Drum,2915 mm,1157 mm,1600 mm,30 Litres,2,,2750 mm,575 kg,,4,Rear,,,145/80 R13,,,No. of Airbags,,,,4 Star,160 km,10 kWh,,AC TYPE 2,,,,,,,,ZEV
Mini,Mini Cooper SE,Cooper SE Electric,Mini Cooper SE Electric,Rs.53.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,181.03 bhp,,,Electric,,,,1-Speed,FWD,,ZEV,,,,,,,,3996 mm,1727 mm,1432 mm,211 Litres,4,,3150 mm,1365 kg,,5,Rear,,,,,,4,,,,,270 km,32.6 kWh,,CCS-II,,7.3sec,,,36 min-50kW(0-80%),2H 30min-11kW(0-80%),,ZEV
Mini,Mini Cooper Countryman,Cooper Countryman Shadow Edition,Mini Cooper Countryman Shadow Edition,Rs.49 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1998 cc,189.08 bhp,,14.34 kmpl,Petrol,Petrol Engine,4,4,7-Speed DCT Steptronic Sport,FWD,51 Litres,BS VI 2.0,Single-Link Spring-Strut,Multiple-Control-Arm,Power,Tilt Adjustable Steering,6.0 metres,Disc,Drum,4299 mm,1822 mm,1557 mm,450 Litres,5,149 mm,2741 mm,1535 kg,2050 kg,5,Rear,"John Cooper Works Sport Steering Wheel 

 Upholstery Leather Cross Punch Carbon Black 

 Lights Package 

 Picnic Bench 

 Headliner Anthracite 

 JCW Trim (Incl. JCW Door Entry Strips & Stainless Steel Pedal Covers) 

 Floor Mats In Velour 

 Storage Compartment Package 

 Smoker's Package 

 Interior Colour And Colour Line In Carbon Black 

 Interior Surface - MINI Interior Style Piano Black Illuminated,5.5 inches Multifunction Digital Display,Chrome Line Interior,Smoker's Package,Leather Chester Malt Brown (in combination with Sage Green, White Silver and Midnight Black Exterior Colour),Leather Chester Satellite Grey (in combination with Chilli Red and Island Blue Exterior Colour),MINI Yours Interior Style Shaded Silver Illuminated",,,"Tubeless,Runflat",,2,8.8,,,4 Star,,,,,,,,,,,,BS VI 2.0
Mini,Mini Cooper Countryman,Cooper Countryman S JCW Inspired,Mini Cooper Countryman S JCW Inspired,Rs.48.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1998 cc,189.08 bhp,,14.34 kmpl,Petrol,Petrol Engine,4,4,7-Speed DCT Steptronic Sport,FWD,51 Litres,BS VI 2.0,Single-Link Spring-Strut,Multiple-Control-Arm,Power,Tilt Adjustable Steering,6.0 metres,Disc,Drum,4299 mm,1822 mm,1557 mm,450 Litres,5,149 mm,2620 mm,1535 kg,2050 kg,5,Rear,"John Cooper Works Sport Steering Wheel 

 Upholstery Leather Cross Punch Carbon Black 

 Lights Package 

 Picnic Bench 

 Headliner Anthracite 

 JCW Trim (Incl. JCW Door Entry Strips & Stainless Steel Pedal Covers) 

 Floor Mats In Velour 

 Storage Compartment Package 

 Smoker's Package 

 Interior Colour And Colour Line In Carbon Black 

 Interior Surface - MINI Interior Style Piano Black Illuminated,5.5 inches Multifunction Digital Display,Chrome Line Interior,Smoker's Package,Leather Chester Malt Brown (in combination with Sage Green, White Silver and Midnight Black Exterior Colour),Leather Chester Satellite Grey (in combination with Chilli Red and Island Blue Exterior Colour),MINI Yours Interior Style Shaded Silver Illuminated",,,"Tubeless,Runflat",,2,8.8,,,4 Star,,,,,,,,,,,,BS VI 2.0
Mini,Mini Cooper 3 DOOR,3 DOOR S,Mini Cooper 3 DOOR S,Rs.42.70 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1998 cc,189.08 bhp,Automatic,17.33 kmpl,Petrol,Petrol Engine,4,4,7-Speed,FWD,44 Litres,BS VI 2.0,single joint spring-strut front axle,multiple control-arm rear axle,electric,Tilt Steering,5.4 metres,Disc,Disc,3850 mm,1727 mm,1414 mm,211 Litres,4,146 mm,2874 mm,1250 kg,1655 kg,3,Rear,"On Board Computer

Sport Seats

Smoker's Package

Lights Package

MINI Excitement Pack

Floor Mats in Velour

Storage Compartment Package

Upholstery Leatherette Carbon Black Carbon Black

Interior Colour Carbon Black Or Satellite Grey

Colour Line Carbon Black, Satellite Grey, Malt Brown Or Glowing Red

Interior Surface Black Checkered, Piano Black Or Dark Silver

Upholstery Optional Leather Cross Punch Carbon Black Carbon Black, Leather Lounge Satellite Grey Carbon Black, Leather Chester Malt Brown Black, MINI Yours Leather Lounge Carbon Black Carbon Black and JCW Sport Seats

Interior Equipment Optional Chrome Line Interior, Headliner Anthracite, MINI Yours Sport Leather Steering Wheel, JCW Sport Leather Steering Wheel, MINI Yours Interior Style Piano Black Illuminated, MINI Yours Interior Style Fibre Alloy",,195/55 R16,Runflat Tyres,,6,,,,4 Star,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz AMG GT 4 Door Coupe,AMG GT 4 Door Coupe 63 S E Performance,Mercedes-Benz AMG GT 4 Door Coupe 63 S E Performance,Rs.3.30 Cr*Get On-Road Price*Ex-showroom Price in Pune,3982 cc,630.28 bhp,Automatic,,Petrol,4.0-litre V8 with twin turbocharger,8,4,9-Speed MCT AMG SpeedSHIFT,4WD,75 Litres,BS VI 2.0,,,,,,,,5054 mm,1953 mm,1447 mm,461 Litres,5,,,2380 kg,,4,,,,,,,7,,,,,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz AMG GLA 35,AMG GLA 35 4MATIC,Mercedes-Benz AMG GLA 35 4MATIC,Rs.58.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1991 cc,301.73 bhp,Automatic,,Petrol,AMG 35 4MATIC,4,4,8-Speed AMG DCT,AWD,51 Litres,BS VI 2.0,AMG RIDE CONTROL suspension,AMG RIDE CONTROL suspension,Electric,Tilt & Telescopic,,Ventilated Disc,Ventilated Disc,4436 mm,2020 mm,1588 mm,435 Litres,5,,2750 mm,1695 kg,2200 kg,5,Front & Rear,,,,"Tubeless,Radial",,6,10.25,,,5 Star,,,,,,,12,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz AMG EQS,AMG EQS 53 4Matic Plus,Mercedes-Benz AMG EQS 53 4Matic Plus,Rs.2.45 Cr*Get On-Road Price*Ex-showroom Price in Pune,,,,,Electric,,,,1-Speed,AWD,,ZEV,Air Suspension,Air Suspension,,,,,,5223 mm,2125 mm,1518 mm,610 Litres,5,,2498 mm,2655 kg,,4,,,,,,,,,,,,580 km,107.8 kWh,,CCS-II,0.23,3.4sec,,,,,,ZEV
Mercedes-Benz,Mercedes-Benz AMG E 53 Cabriolet,AMG E 53 Cabriolet 4MATIC Plus,Mercedes-Benz AMG E 53 Cabriolet 4MATIC Plus,Rs.1.30 Cr*Get On-Road Price*Ex-showroom Price in Pune,2998 cc,424.71 bhp,Automatic,,Petrol,3.0L inline-6 turbo with mild hybrid,6,4,9-Speed TCT,AWD,66 Litres,BS VI 2.0,4-wheel multilink suspension,4-wheel multilink suspension,Electric,Rack & Pinion,12.1,Disc,Disc,4826 mm,2054 mm,1427 mm,269 Litres,4,114 mm,2873 mm,2071.103 kg,,2,Front & Rear,"MB-Tex/microfiber upholstery with red stitching, Beauty beneath the surface, Elegantly sporty, extra-spacious cabin, 64-color LED ambient lighting with illuminated vents, AMG, Illuminated door sills, Illuminated entry system, Topstitched MB-Tex upper dash and door trim, Red seat belts, Brushed stainless-steel pedals, 12.3-inch digital instrument cluster, Steering wheel with Touch Control Buttons, steering wheel in nappa leather in 3-spoke design, with flat bottom, with perforation in grip area,In an integral seat look with AMG-specific seat upholstery, windscreen into an exciting digital cockpit, Upholstery in AMG nappa leather black, Touch Control panels and galvanised steering wheel paddle shifters, steering wheel trim in silver chrome with ""AMG"" lettering, Ambient lighting with 64 colours and 3 light zones, Grey open-pore ash wood trim, AMG door sill panels in brushed stainless steel with ""AMG"" lettering, AMG brushed stainless-steel sports pedals with black rubber studs, AMG floor mats in black with ""AMG"" lettering, Fully digital cockpit comprising two displays, each with a screen diagonal of 10.25 inches,AMG-specific design styles, AMG start-up display plus, speedometer scale up to 300 km/h, Stowage facility package The Stowage Space Package offers various stowage and securing facilities for the interior and luggage area",,FR:245/40R19 RR:275/35R19,"Tubeless,Radial",,No. of Airbags,12.3,,,5 Star,,,,,,,13,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz EQB,EQB 350 4Matic,Mercedes-Benz EQB 350 4Matic,Rs.77.75 Lakh*Get On-Road Price*Ex-showroom Price in Pune,,225.29 bhp,,,Electric,,,,1-Speed,AWD,,ZEV,,,,,,,,4684 mm,2020 mm,1667 mm,1710 Litres,7,,3194 mm,2170 kg,,5,Rear,,,,,,7,,,,5 Star,423 km,66.5 kWh,,CCS-I,,8,,,32 Mins,6.25 Hours,,ZEV
Mercedes-Benz,Mercedes-Benz G-Class,G-Class AMG G 63 Grand Edition,Mercedes-Benz G-Class AMG G 63 Grand Edition,Rs.4 Cr*Get On-Road Price*Ex-showroom Price in Pune,3982 cc,576.63 bhp,,8.47 kmpl,Petrol,V8,8,4,9-Speed TCT AMG,AWD,100 Litres,BS VI 2.0,,,,,,,,4817 mm,1931 mm,1969 mm,667 Litres,5,,,,,5,Rear,,,R20,,,,,,,,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz G-Class,G-Class 400d Adventure Edition,Mercedes-Benz G-Class 400d Adventure Edition,Rs.2.55 Cr*Get On-Road Price*Ex-showroom Price in Pune,2925 cc,325.86 bhp,,,Diesel,in-line six-cylinder OM656,6,4,9-speed AT,AWD,,BS VI 2.0,,,,,,,,4817 mm,1931 mm,1969 mm,480 Litres,5,,,,,5,Rear,,,R18,,,No. of Airbags,,,,,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz G-Class,G-Class 400d AMG Line,Mercedes-Benz G-Class 400d AMG Line,Rs.2.55 Cr*Get On-Road Price*Ex-showroom Price in Pune,2925 cc,325.86 bhp,,,Diesel,in-line six-cylinder OM656,6,4,9-speed AT,AWD,,BS VI 2.0,,,,,,,,4817 mm,1931 mm,1969 mm,480 Litres,5,,,,,5,Rear,,,R20,,,No. of Airbags,,,,,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz AMG GLE 53,AMG GLE 53 Coupe,Mercedes-Benz AMG GLE 53 Coupe,Rs.1.71 Cr*Get On-Road Price*Ex-showroom Price in Pune,2999 cc,435 bhp,Automatic,,Petrol,3.0-litre 6-cylinder In-lineTurbo Engine,6,4,9-Speed TRONIC AT,AWD,85 Litres,BS VI,active roll stabilization intelligent suspension,active roll stabilization intelligent suspension,Electric,Tilt & Telescopic,,Disc,Disc,4961 mm,2157 mm,1716 mm,655 Litres,5,,2750 mm,2305 kg,3050 kg,4,Front & Rear,,,255/55 R19,"Tubeless,Radial",R21 Inch,9,12.3,,,5 Star,,,,,,,13,,,,,BS VI
Mercedes-Benz,Mercedes-Benz GLB,GLB 220d 4Matic,Mercedes-Benz GLB 220d 4Matic,Rs.71.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1998 cc,187.74 bhp,Automatic,,Diesel,OM654q,4,4,8-Speed DCT,AWD,,BS VI 2.0,,,,,,,,4646 mm,2020 mm,1706 mm,570 Litres,7,,2730 mm,1740 kg,,5,Rear,,,,"Tubeless, Radial",,7,10.25,,,5 Star,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz GLB,GLB 220d Progressive Line,Mercedes-Benz GLB 220d Progressive Line,Rs.68.70 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1950 cc,187.74 bhp,Automatic,,Diesel,OM654q,4,4,8-Speed DCT,FWD,,BS VI 2.0,,,,,,,,4634 mm,2020 mm,1697 mm,570 Litres,7,,2540 mm,1660 kg,,5,Rear,,,,"Tubeless, Radial",,7,10.25,,,5 Star,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz GLB,GLB 200 Progressive Line,Mercedes-Benz GLB 200 Progressive Line,Rs.64.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1332 cc,160.92 bhp,Automatic,,Petrol,M282,4,4,7-Speed DCT,FWD,52 Litres,BS VI 2.0,,,,,,,,4634 mm,2020 mm,1697 mm,570 Litres,7,,2540 mm,1550 kg,,5,Rear,,,,"Tubeless, Radial",,7,10.25,,,5 Star,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz A-Class Limousine,A-Class Limousine A 200d,Mercedes-Benz A-Class Limousine A 200d,Rs.48.55 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1950 cc,160.92 bhp,Automatic,,Diesel,L4 200,4,4,7-Speed DCT,FWD,,BS VI 2.0,ADAPTIVE DAMPING,ADAPTIVE DAMPING,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4549 mm,1992 mm,1446 mm,395 Litres,5,,2750 mm,1395 kg,1915 kg,4,,"Ambient lighting with 64 colours Luxury seats incl. Seat Comfort Package (seat cushion depth adjustment) Folding seat backrests in the rear Upholstery in ARTICO man-made leather (ARTICO man-made leather black, ARTICO man-made leather macchiato beige) Multifunction sports steering wheel in leather, with black topstitching and chrome-plated bezel Brown open-pore walnut wood trim Light and sight feature available The LED High Performance headlamps provide more safety at night and an unmistakable, distinctive look LED technology illuminates the road ahead better than conventional headlamps – and it uses less energy Tilt position, automatically adapts to the vehicle speed in three stages Electronic roller sunblind All-digital instrument display Leather multifunction sports steering wheel (Touch Control buttons on the left and right operate various navigation, telephony, entertainment functions and speed/proximity control) Stowage compartment in centre console with retractable cover Stowage compartment with roller cover Integral 12 V, USB ports, Cup holder, speace for a smartphone, wallet or various keys Light and Sight package, Velour floor mats , Rear armrest (two integral cup holders )",,,"Tubeless,Radial",,,10.25,,,,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz A-Class Limousine,A-Class Limousine A 200,Mercedes-Benz A-Class Limousine A 200,Rs.46.05 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1332 cc,160.92 bhp,Automatic,,Petrol,L4 200,4,4,7-Speed DCT,FWD,66 Litres,BS VI 2.0,ADAPTIVE DAMPING,ADAPTIVE DAMPING,Electric,Tilt,,Ventilated Disc,Ventilated Disc,4549 mm,1992 mm,1446 mm,395 Litres,5,,2964 mm,1395 kg,1915 kg,4,,"Ambient lighting with 64 colours Luxury seats incl. Seat Comfort Package (seat cushion depth adjustment) Folding seat backrests in the rear Upholstery in ARTICO man-made leather (ARTICO man-made leather black, ARTICO man-made leather macchiato beige) Multifunction sports steering wheel in leather, with black topstitching and chrome-plated bezel Brown open-pore walnut wood trim Light and sight feature available The LED High Performance headlamps provide more safety at night and an unmistakable, distinctive look LED technology illuminates the road ahead better than conventional headlamps – and it uses less energy Tilt position, automatically adapts to the vehicle speed in three stages Electronic roller sunblind All-digital instrument display Leather multifunction sports steering wheel (Touch Control buttons on the left and right operate various navigation, telephony, entertainment functions and speed/proximity control) Stowage compartment in centre console with retractable cover Stowage compartment with roller cover Integral 12 V, USB ports, Cup holder, speace for a smartphone, wallet or various keys Light and Sight package, Velour floor mats , Rear armrest (two integral cup holders )",,,"Tubeless,Radial",,No. of Airbags,10.25,,,5 Star,,,,,,,,,,,,BS VI 2.0
Mercedes-Benz,Mercedes-Benz Maybach S-Class,Maybach S-Class S680,Mercedes-Benz Maybach S-Class S680,Rs.3.44 Cr*Get On-Road Price*Ex-showroom Price in Pune,5980 cc,603.46 bhp,Automatic,,Petrol,V12,12,4,9-Speed,AWD,,BS VI 2.0,AIRMATIC,AIRMATIC,,Tilt & Telescopic,13.4,Ventilated Disc,Ventilated Disc,5469 mm,2109 mm,1510 mm,495 Litres,5,,3008 mm,2330 kg,2890 kg,4,Front & Rear,Leather,,,,"Tubeless,Radial Inch",No. of Airbags,12.8inch,,,,,,,,,,,Full,,,,BS VI 2.0
